StockCode,description,gross_revenue,units,orders,customers,returns_value,returns_units,reversal_value,net_revenue,return_rate_pct,return_rate_adj_pct,avg_unit_price,cum_share_pct,rank
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,54.04,55,12,5,0.0,0.0,0.0,54.04,0.0,0.0,0.98,99.87,3208
84251C,"GREETING CARD, TWO SISTERS.",53.88,127,40,2,0.0,0.0,0.0,53.88,0.0,0.0,0.42,99.87,3209
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,53.76,11,5,2,0.0,0.0,0.0,53.76,0.0,0.0,4.89,99.87,3210
90035A,"PEARL & SHELL 42""NECKL. GREEN",53.62,5,3,1,0.0,0.0,0.0,53.62,0.0,0.0,10.72,99.87,3211
20851,ZINC HEART LATTICE TRAY OVAL,53.55,9,7,5,0.0,0.0,0.0,53.55,0.0,0.0,5.95,99.87,3212
47586A,PINK FAIRY CAKE CUSHION COVER,53.55,21,8,7,0.0,0.0,0.0,53.55,0.0,0.0,2.55,99.87,3213
20756,GREEN FERN POCKET BOOK,53.55,63,22,20,0.0,0.0,0.0,53.55,0.0,0.0,0.85,99.87,3214
90123B,TURQUOISE HEART OF GLASS BRACELET,53.42,9,5,4,0.0,0.0,0.0,53.42,0.0,0.0,5.94,99.87,3215
90214E,"LETTER ""E"" BLING KEY RING",53.2,72,30,6,0.0,0.0,0.0,53.2,0.0,0.0,0.74,99.87,3216
90163B,WHITE ROSEBUD & PEARL NECKLACE,52.72,7,5,1,0.0,0.0,0.0,52.72,0.0,0.0,7.53,99.87,3217
84842,HELLO SAILOR BATHROOM SET,52.5,14,9,8,0.0,0.0,0.0,52.5,0.0,0.0,3.75,99.87,3218
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,3,3,0.0,0.0,0.0,52.5,0.0,0.0,1.38,99.87,3219
90138,WHITE/PINK MINI CRYSTALS NECKLACE,52.42,10,7,1,0.0,0.0,0.0,52.42,0.0,0.0,5.24,99.87,3220
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,52.31,10,8,2,0.0,0.0,0.0,52.31,0.0,0.0,5.23,99.88,3221
35265,COLOURFUL FLOWER FRUIT BOWL,52.2,17,12,11,0.0,0.0,0.0,52.2,0.0,0.0,3.07,99.88,3222
84985A,SET OF 72 GREEN PAPER DOILIES,59.45,41,18,15,7.25,5.0,7.25,52.2,12.2,0.0,1.45,99.88,3223
85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.6,24,8,8,0.0,0.0,0.0,51.6,0.0,0.0,2.15,99.88,3224
90205A,LARGE MINT DIAMANTE HAIRSLIDE,51.51,31,16,6,0.0,0.0,0.0,51.51,0.0,0.0,1.66,99.88,3225
84597B,RETRO BROWN BALL ASHTRAY,51.25,41,5,3,0.0,0.0,0.0,51.25,0.0,0.0,1.25,99.88,3226
20910,VINTAGE PHOTO ALBUM PARIS DAYS,50.8,8,3,2,0.0,0.0,0.0,50.8,0.0,0.0,6.35,99.88,3227
84510E,SET OF 4 GREEN CAROUSEL COASTERS,50.75,35,17,9,0.0,0.0,0.0,50.75,0.0,0.0,1.45,99.88,3228
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,50.4,24,2,2,0.0,0.0,0.0,50.4,0.0,0.0,2.1,99.88,3229
47348A,FUSCHIA VOILE POINTY SHOE DEC,50.31,97,15,11,0.0,0.0,0.0,50.31,0.0,0.0,0.52,99.88,3230
90024B,NEW BAROQUE B'FLY NECKLACE RED,67.28,8,6,2,17.0,2.0,0.0,50.28,25.27,25.27,8.41,99.88,3231
44242B,PINK FEATHERS CURTAIN,50.28,52,3,3,0.0,0.0,0.0,50.28,0.0,0.0,0.97,99.88,3232
90214D,"LETTER ""D"" BLING KEY RING",49.9,68,32,5,0.0,0.0,0.0,49.9,0.0,0.0,0.73,99.88,3233
90214M,"LETTER ""M"" BLING KEY RING",49.82,60,28,3,0.0,0.0,0.0,49.82,0.0,0.0,0.83,99.88,3234
90180B,PURPLE AMETHYST NECKLACE W TASSEL,49.81,5,5,3,0.0,0.0,0.0,49.81,0.0,0.0,9.96,99.88,3235
23603,SET 10 CARD KRAFT REINDEER 17084,49.8,20,14,0,0.0,0.0,0.0,49.8,0.0,0.0,2.49,99.88,3236
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,49.76,10,4,2,0.0,0.0,0.0,49.76,0.0,0.0,4.98,99.88,3237
20667,CHERRY BLOSSOM PURSE,49.69,20,16,1,0.0,0.0,0.0,49.69,0.0,0.0,2.48,99.88,3238
90142D,MOP PENDANT SHELL NECKLACE,49.64,10,4,3,0.0,0.0,0.0,49.64,0.0,0.0,4.96,99.88,3239
90157,RIVIERA NECKLACE,49.59,10,5,2,0.0,0.0,0.0,49.59,0.0,0.0,4.96,99.88,3240
21089,SET/6 GREEN SPRING PAPER CUPS,48.99,233,25,23,0.0,0.0,0.0,48.99,0.0,0.0,0.21,99.89,3241
90038B,GLASS AND PAINTED BEADS BRACELET OL,48.77,13,8,1,0.0,0.0,0.0,48.77,0.0,0.0,3.75,99.89,3242
84497,BUTTONS AND STRIPES NOTEBOOK,48.75,13,7,7,0.0,0.0,0.0,48.75,0.0,0.0,3.75,99.89,3243
90002D,FLOWER BURST SILVER RING CRYSTAL,48.71,13,9,5,0.0,0.0,0.0,48.71,0.0,0.0,3.75,99.89,3244
20697,LITTLE GREEN MONSTER SOFT TOY,48.45,19,11,8,0.0,0.0,0.0,48.45,0.0,0.0,2.55,99.89,3245
21720,CAKE SHOP  STICKER SHEET,48.45,57,8,8,0.0,0.0,0.0,48.45,0.0,0.0,0.85,99.89,3246
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,48.39,3,2,0,0.0,0.0,0.0,48.39,0.0,0.0,16.13,99.89,3247
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,48.21,29,15,3,0.0,0.0,0.0,48.21,0.0,0.0,1.66,99.89,3248
84402B,PURPLE DRESS JEWELLERY STAND,48.19,61,3,3,0.0,0.0,0.0,48.19,0.0,0.0,0.79,99.89,3249
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,48.06,30,12,3,0.0,0.0,0.0,48.06,0.0,0.0,1.6,99.89,3250
21816,CHRISTMAS TREE T-LIGHT HOLDER,47.85,33,7,6,0.0,0.0,0.0,47.85,0.0,0.0,1.45,99.89,3251
90036A,FLOWER GARLAND NECKLACE RED,47.7,6,4,3,0.0,0.0,0.0,47.7,0.0,0.0,7.95,99.89,3252
84927D,LA PALMIERA TILE HOOK,51.86,47,14,9,4.2,2.0,0.0,47.66,8.1,8.1,1.1,99.89,3253
90165B,WHITE ROSEBUD  PEARL EARRINGS,47.43,19,18,1,0.0,0.0,0.0,47.43,0.0,0.0,2.5,99.89,3254
90065A,WHITE VINTAGE CRYSTAL BRACELET,47.25,7,4,3,0.0,0.0,0.0,47.25,0.0,0.0,6.75,99.89,3255
17084J,LOVE POTION MASALA INCENSE,47.25,225,8,8,0.0,0.0,0.0,47.25,0.0,0.0,0.21,99.89,3256
84706F,RED PEONY TABLE CLOCK,47.2,16,10,9,0.0,0.0,0.0,47.2,0.0,0.0,2.95,99.89,3257
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16,3,3,0.0,0.0,0.0,47.2,0.0,0.0,2.95,99.89,3258
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,46.76,16,10,1,0.0,0.0,0.0,46.76,0.0,0.0,2.92,99.89,3259
90202D,PINK ENAMEL FLOWER HAIR TIE,64.46,22,11,2,17.7,6.0,0.0,46.76,27.46,27.46,2.93,99.89,3260
90202A,PURPLE ENAMEL FLOWER HAIR TIE,64.28,22,15,1,17.7,6.0,0.0,46.58,27.54,27.54,2.92,99.9,3261
21392,RED POLKADOT PUDDING BOWL,46.39,34,7,5,0.0,0.0,0.0,46.39,0.0,0.0,1.36,99.9,3262
84801B,WHITE HYDRANGEA ART FLOWER,46.2,22,3,3,0.0,0.0,0.0,46.2,0.0,0.0,2.1,99.9,3263
90018C,SILVER BLACK ORBIT DROP EARRINGS,50.4,12,9,3,4.25,1.0,0.0,46.15,8.43,8.43,4.2,99.9,3264
85031A,ROMANTIC IMAGES SCRAP BOOK SET,45.9,16,7,7,0.0,0.0,0.0,45.9,0.0,0.0,2.87,99.9,3265
90012B,BLACK DROP CRYSTAL NECKLACE,45.35,13,3,2,0.0,0.0,0.0,45.35,0.0,0.0,3.49,99.9,3266
90176D,DIAMANTE NECKLACE PURPLE,52.5,7,4,4,7.5,1.0,0.0,45.0,14.29,14.29,7.5,99.9,3267
23625,SET 6 CARDS SPARKLY REINDEER 17262,44.91,9,4,0,0.0,0.0,0.0,44.91,0.0,0.0,4.99,99.9,3268
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,44.86,9,5,2,0.0,0.0,0.0,44.86,0.0,0.0,4.98,99.9,3269
84086B,YELLOW/BLUE RETRO RADIO,47.2,16,7,3,2.95,1.0,0.0,44.25,6.25,6.25,2.95,99.9,3270
85185D,FROG SOCK PUPPET,44.25,15,8,7,0.0,0.0,0.0,44.25,0.0,0.0,2.95,99.9,3271
20670,VIP HOLIDAY PURSE,44.04,14,11,5,0.0,0.0,0.0,44.04,0.0,0.0,3.15,99.9,3272
47344B,BLUE FLOWER DES PURSE,43.66,44,6,6,0.0,0.0,0.0,43.66,0.0,0.0,0.99,99.9,3273
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,14,13,0.0,0.0,0.0,43.65,0.0,0.0,0.19,99.9,3274
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,43.51,4,4,0,0.0,0.0,0.0,43.51,0.0,0.0,10.88,99.9,3275
20698,LITTLE PINK MONSTER SOFT TOY,43.35,17,8,7,0.0,0.0,0.0,43.35,0.0,0.0,2.55,99.9,3276
90014C,SILVER/BLACK ORBIT NECKLACE,43.2,5,4,3,0.0,0.0,0.0,43.2,0.0,0.0,8.64,99.9,3277
23038,T-LIGHT HOLDER SILVER SAUCER,42.92,44,8,4,0.0,0.0,0.0,42.92,0.0,0.0,0.98,99.9,3278
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1,1,3.9,2.0,0.0,42.9,8.33,8.33,1.95,99.9,3279
84539,KNITTED RABBIT DOLL,42.9,26,2,1,0.0,0.0,0.0,42.9,0.0,0.0,1.65,99.9,3280
22987,WRAP SUMMER ROSE DESIGN,42.84,102,5,4,0.0,0.0,0.0,42.84,0.0,0.0,0.42,99.9,3281
20818,GOLD TEDDY BEAR,42.7,15,5,2,0.0,0.0,0.0,42.7,0.0,0.0,2.85,99.9,3282
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,42.58,40,17,7,0.0,0.0,0.0,42.58,0.0,0.0,1.06,99.91,3283
84922,PINK BUTTERFLY WASHBAG,42.29,9,6,5,0.0,0.0,0.0,42.29,0.0,0.0,4.7,99.91,3284
37444C,PINK BREAKFAST CUP AND SAUCER,42.27,21,9,5,0.0,0.0,0.0,42.27,0.0,0.0,2.01,99.91,3285
90029,NEW BAROQUE SMALL NECKLACE BLACK,42.14,5,4,2,0.0,0.0,0.0,42.14,0.0,0.0,8.43,99.91,3286
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,42.13,5,4,1,0.0,0.0,0.0,42.13,0.0,0.0,8.43,99.91,3287
90185C,BLACK DIAMANTE EXPANDABLE RING,110.09,26,10,5,68.0,16.0,0.0,42.09,61.77,61.77,4.23,99.91,3288
17084A,TRANQUILITY MASALA INCENSE,42.0,200,7,7,0.0,0.0,0.0,42.0,0.0,0.0,0.21,99.91,3289
90050,CRACKED GLAZE NECKLACE IVORY,55.72,8,4,2,13.9,2.0,0.0,41.82,24.95,24.95,6.96,99.91,3290
90120D,WHITE MURANO TWIST BRACELET,41.79,10,5,2,0.0,0.0,0.0,41.79,0.0,0.0,4.18,99.91,3291
20666,ECONOMY HOLIDAY PURSE,41.53,30,17,4,0.0,0.0,0.0,41.53,0.0,0.0,1.38,99.91,3292
15030,FAN BLACK FRAME,41.47,143,12,11,0.0,0.0,0.0,41.47,0.0,0.0,0.29,99.91,3293
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,53.26,9,6,2,11.9,2.0,0.0,41.36,22.34,22.34,5.92,99.91,3294
90039B,FIRE POLISHED GLASS BRACELET MONTAN,41.31,11,6,1,0.0,0.0,0.0,41.31,0.0,0.0,3.76,99.91,3295
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,56.31,15,10,3,15.0,4.0,0.0,41.31,26.64,26.64,3.75,99.91,3296
90162C,ANT SILVER FUSCHIA BOUDICCA RING,41.3,14,7,3,0.0,0.0,0.0,41.3,0.0,0.0,2.95,99.91,3297
75013B,"STRING OF 8 BUTTERFLIES,PINK",41.25,25,6,6,0.0,0.0,0.0,41.25,0.0,0.0,1.65,99.91,3298
23448,CREAM BUNNY EASTER EGG BASKET,41.25,25,3,3,0.0,0.0,0.0,41.25,0.0,0.0,1.65,99.91,3299
84921,CREAM AND PINK FLOWERS PONY,41.25,11,5,5,0.0,0.0,0.0,41.25,0.0,0.0,3.75,99.91,3300
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,45.0,12,7,6,3.75,1.0,0.0,41.25,8.33,8.33,3.75,99.91,3301
90067A,PINK VINTAGE VICTORIAN EARRINGS,41.15,14,7,3,0.0,0.0,0.0,41.15,0.0,0.0,2.94,99.91,3302
90202C,GREEN ENAMEL FLOWER HAIR TIE,58.71,20,14,2,17.7,6.0,0.0,41.01,30.15,30.15,2.94,99.91,3303
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,41.01,14,7,2,0.0,0.0,0.0,41.01,0.0,0.0,2.93,99.91,3304
90130C,GREEN STONE/CRYSTAL EARRINGS,40.95,14,13,0,0.0,0.0,0.0,40.95,0.0,0.0,2.92,99.91,3305
71495A,CD WALL TIDY BLUE OFFICE,40.38,103,8,2,0.0,0.0,0.0,40.38,0.0,0.0,0.39,99.91,3306
10120,DOGGY RUBBER,40.32,192,29,25,0.0,0.0,0.0,40.32,0.0,0.0,0.21,99.92,3307
90214G,"LETTER ""G"" BLING KEY RING",40.2,60,30,5,0.0,0.0,0.0,40.2,0.0,0.0,0.67,99.92,3308
85092,CANDY SPOT TEA COSY,40.05,27,2,2,0.0,0.0,0.0,40.05,0.0,0.0,1.48,99.92,3309
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,40.03,12,8,1,0.0,0.0,0.0,40.03,0.0,0.0,3.34,99.92,3310
90165A,PINK ROSEBUD PEARL EARRINGS,39.98,16,15,0,0.0,0.0,0.0,39.98,0.0,0.0,2.5,99.92,3311
72369A,PINK CLEAR GLASS CANDLE PLATE,39.92,30,5,3,0.0,0.0,0.0,39.92,0.0,0.0,1.33,99.92,3312
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,39.66,8,2,1,0.0,0.0,0.0,39.66,0.0,0.0,4.96,99.92,3313
84725,FREESTYLE CANVAS ART PICTURE,39.65,41,18,16,0.0,0.0,0.0,39.65,0.0,0.0,0.97,99.92,3314
21307,SET/4 BUTTERFLY MIRROR MAGNETS,39.2,79,13,11,0.0,0.0,0.0,39.2,0.0,0.0,0.5,99.92,3315
35910A,MULTICOLOUR EASTER RABBIT,39.0,20,4,4,0.0,0.0,0.0,39.0,0.0,0.0,1.95,99.92,3316
47341A,FUSCHIA TABLE RUN FLOWER,38.75,27,5,5,0.0,0.0,0.0,38.75,0.0,0.0,1.44,99.92,3317
90064A,WHITE VINTAGE CRYSTAL EARRINGS,38.7,10,6,3,0.0,0.0,0.0,38.7,0.0,0.0,3.87,99.92,3318
21393,BLUE POLKADOT PUDDING BOWL,38.67,29,7,7,0.0,0.0,0.0,38.67,0.0,0.0,1.33,99.92,3319
85089,CANDY SPOT BUNNY,38.35,13,5,5,0.0,0.0,0.0,38.35,0.0,0.0,2.95,99.92,3320
84746,PINK EASTER HENS+FLOWER,38.31,14,9,1,0.0,0.0,0.0,38.31,0.0,0.0,2.74,99.92,3321
84617,NEW BAROQUE BLACK BOXES,38.25,3,3,3,0.0,0.0,0.0,38.25,0.0,0.0,12.75,99.92,3322
84925D,LA PALMIERA WALL THERMOMETER,38.25,15,10,8,0.0,0.0,0.0,38.25,0.0,0.0,2.55,99.92,3323
90190B,GOLD/AMBER DROP EARRINGS W LEAF,38.18,13,7,1,0.0,0.0,0.0,38.18,0.0,0.0,2.94,99.92,3324
81952B,ROUND BLUE CLOCK WITH SUCKER,38.0,200,9,9,0.0,0.0,0.0,38.0,0.0,0.0,0.19,99.92,3325
84033,FLAG OF ST GEORGE,37.95,23,7,7,0.0,0.0,0.0,37.95,0.0,0.0,1.65,99.92,3326
84809B,PINK CHRYSANTHEMUMS ART FLOWER,37.8,18,1,1,0.0,0.0,0.0,37.8,0.0,0.0,2.1,99.92,3327
90075,MONTANA DIAMOND CLUSTER NECKLACE,37.66,4,3,0,0.0,0.0,0.0,37.66,0.0,0.0,9.41,99.92,3328
90199D,5 STRAND GLASS NECKLACE AMBER,37.62,6,6,2,0.0,0.0,0.0,37.62,0.0,0.0,6.27,99.92,3329
90212B,JET BLACK LAS VEGAS BRACELET ROUND,37.62,10,8,1,0.0,0.0,0.0,37.62,0.0,0.0,3.76,99.92,3330
72709,IVORY SCULPTED RND CANDLE,37.4,44,7,4,0.0,0.0,0.0,37.4,0.0,0.0,0.85,99.92,3331
47420,ASSORTED COLOUR SUCTION CUP HOOK,37.24,196,13,11,0.0,0.0,0.0,37.24,0.0,0.0,0.19,99.93,3332
90074,BLACK DIAMOND CLUSTER NECKLACE,37.24,4,3,1,0.0,0.0,0.0,37.24,0.0,0.0,9.31,99.93,3333
84522,PINK PARTY SUNGLASSES,36.76,20,12,6,0.0,0.0,0.0,36.76,0.0,0.0,1.84,99.93,3334
90214H,"LETTER ""H"" BLING KEY RING",36.76,48,30,4,0.0,0.0,0.0,36.76,0.0,0.0,0.77,99.93,3335
90085,CRYSTAL STILETTO PHONE CHARM,36.76,34,10,2,0.0,0.0,0.0,36.76,0.0,0.0,1.08,99.93,3336
71510,SQUARE METAL CANDLEHOLDER BASE,36.52,52,8,5,0.0,0.0,0.0,36.52,0.0,0.0,0.7,99.93,3337
84751B,BLACK MEDIUM GLASS CAKE STAND,37.11,17,8,8,0.79,1.0,0.0,36.32,2.13,2.13,2.18,99.93,3338
84548,CROCHET BEAR RED/BLUE  KEYRING,36.3,22,4,3,0.0,0.0,0.0,36.3,0.0,0.0,1.65,99.93,3339
17090D,VANILLA INCENSE 40 CONES IN TIN,36.25,29,12,6,0.0,0.0,0.0,36.25,0.0,0.0,1.25,99.93,3340
84226,HEN HOUSE W FAMILY IN BARN & NEST,36.21,51,10,9,0.0,0.0,0.0,36.21,0.0,0.0,0.71,99.93,3341
85216,ASSORTED CAKES FRIDGE MAGNETS,35.75,55,8,6,0.0,0.0,0.0,35.75,0.0,0.0,0.65,99.93,3342
90094,NECKLACE+BRACELET SET FRUIT SALAD,35.7,14,13,12,0.0,0.0,0.0,35.7,0.0,0.0,2.55,99.93,3343
35913B,WHITE/PINK CHICK EASTER DECORATION,35.48,36,10,8,0.0,0.0,0.0,35.48,0.0,0.0,0.99,99.93,3344
90179C,BLACK FINE BEAD NECKLACE W TASSEL,35.44,6,6,1,0.0,0.0,0.0,35.44,0.0,0.0,5.91,99.93,3345
90179A,AMBER FINE BEAD NECKLACE W TASSEL,35.31,6,5,2,0.0,0.0,0.0,35.31,0.0,0.0,5.89,99.93,3346
90123D,WHITE HEART OF GLASS BRACELET,35.31,6,5,2,0.0,0.0,0.0,35.31,0.0,0.0,5.89,99.93,3347
90011B,BLACK CRYSTAL DROP EARRINGS,35.27,12,7,2,0.0,0.0,0.0,35.27,0.0,0.0,2.94,99.93,3348
90060F,FIRE POLISHED GLASS NECKL GREEN,35.16,6,6,0,0.0,0.0,0.0,35.16,0.0,0.0,5.86,99.93,3349
79063D,"RETRO PILL BOX , REVOLUTIONARY",35.14,189,11,9,0.0,0.0,0.0,35.14,0.0,0.0,0.19,99.93,3350
90131,PINK/AMETHYST/GOLD NECKLACE,34.87,5,2,1,0.0,0.0,0.0,34.87,0.0,0.0,6.97,99.93,3351
90168,2 DAISIES HAIR COMB,52.56,18,12,1,17.7,6.0,0.0,34.86,33.68,33.68,2.92,99.93,3352
90049,IVORY GOLD METAL BAG CHARM,34.77,5,3,2,0.0,0.0,0.0,34.77,0.0,0.0,6.95,99.93,3353
20827,GOLD APERITIF GLASS,34.32,88,2,1,0.0,0.0,0.0,34.32,0.0,0.0,0.39,99.93,3354
79406,FROSTED WHITE BASE,34.12,144,8,6,0.0,0.0,0.0,34.12,0.0,0.0,0.24,99.93,3355
84873A,FUNKY FLOWER PICNIC BAG FOR 4,33.9,2,2,2,0.0,0.0,0.0,33.9,0.0,0.0,16.95,99.93,3356
90026C,GLASS BEAD HOOP NECKLACE GREEN,33.82,4,3,2,0.0,0.0,0.0,33.82,0.0,0.0,8.46,99.93,3357
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,33.81,4,3,1,0.0,0.0,0.0,33.81,0.0,0.0,8.45,99.93,3358
90038C,GLASS AND BEADS BRACELET IVORY,33.69,9,4,1,0.0,0.0,0.0,33.69,0.0,0.0,3.74,99.94,3359
81950B,FLOWER BLUE CLOCK WITH SUCKER,33.64,116,8,8,0.0,0.0,0.0,33.64,0.0,0.0,0.29,99.94,3360
72783,BLACK SIL'T SQU CANDLE PLATE,33.6,16,2,2,0.0,0.0,0.0,33.6,0.0,0.0,2.1,99.94,3361
90129D,AMBER GLASS TASSLE BAG CHARM,33.44,14,7,2,0.0,0.0,0.0,33.44,0.0,0.0,2.39,99.94,3362
84575A,PINK DOG CANNISTER,39.3,14,4,4,5.95,1.0,0.0,33.35,15.14,15.14,2.81,99.94,3363
37423,WHITE WITH BLACK CATS PLATE,33.18,78,3,3,0.0,0.0,0.0,33.18,0.0,0.0,0.43,99.94,3364
90169,DAISY HAIR COMB,47.84,19,11,1,15.3,6.0,0.0,32.54,31.98,31.98,2.52,99.94,3365
35610C,WHITE CHRISTMAS FLOCK DROPLET,32.51,25,2,1,0.0,0.0,0.0,32.51,0.0,0.0,1.3,99.94,3366
84247K,"FOLK ART GREETING CARD,PACK/12",64.9,22,9,7,32.45,11.0,0.0,32.45,50.0,50.0,2.95,99.94,3367
17109D,FLOWER FAIRY INCENSE BOUQUET,32.35,61,5,4,0.0,0.0,0.0,32.35,0.0,0.0,0.53,99.94,3368
90186A,AMETHYST HOOP EARRING FLORAL LEAF,32.16,11,9,3,0.0,0.0,0.0,32.16,0.0,0.0,2.92,99.94,3369
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,43.15,43,12,8,11.05,13.0,0.0,32.1,25.61,25.61,1.0,99.94,3370
37468,HARDMAN MUG 3 ASSORTED,32.03,64,13,11,0.0,0.0,0.0,32.03,0.0,0.0,0.5,99.94,3371
90202B,WHITE ENAMEL FLOWER HAIR TIE,49.65,17,10,2,17.7,6.0,0.0,31.95,35.65,35.65,2.92,99.94,3372
84824,DANISH ROSE UMBRELLA STAND,31.9,2,2,2,0.0,0.0,0.0,31.9,0.0,0.0,15.95,99.94,3373
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",31.8,4,2,2,0.0,0.0,0.0,31.8,0.0,0.0,7.95,99.94,3374
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,41.45,25,19,1,9.9,6.0,0.0,31.55,23.88,23.88,1.66,99.94,3375
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,41.37,25,15,3,9.9,6.0,0.0,31.47,23.93,23.93,1.65,99.94,3376
23632,SET 10 CARDS CHEERFUL ROBIN 17065,31.2,15,10,0,0.0,0.0,0.0,31.2,0.0,0.0,2.08,99.94,3377
85018D,YULETIDE IMAGES S/6 PAPER BOXES,30.6,12,7,6,0.0,0.0,0.0,30.6,0.0,0.0,2.55,99.94,3378
44228,CANNABIS LEAF BEAD CURTAIN,30.6,36,2,2,0.0,0.0,0.0,30.6,0.0,0.0,0.85,99.94,3379
37471,MULTICOLOUR POLKADOT PLATE,30.43,29,3,1,0.0,0.0,0.0,30.43,0.0,0.0,1.05,99.94,3380
90176B,DIAMANTE NECKLACE BLACK,30.12,4,3,1,0.0,0.0,0.0,30.12,0.0,0.0,7.53,99.94,3381
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,30.0,24,7,7,0.0,0.0,0.0,30.0,0.0,0.0,1.25,99.94,3382
35610B,BLACK CHRISTMAS FLOCK DROPLET,30.0,24,1,1,0.0,0.0,0.0,30.0,0.0,0.0,1.25,99.94,3383
90195B,BLACK GEMSTONE BRACELET,29.98,4,4,3,0.0,0.0,0.0,29.98,0.0,0.0,7.5,99.94,3384
90176E,DIAMANTE NECKLACE GREEN,29.98,4,3,2,0.0,0.0,0.0,29.98,0.0,0.0,7.5,99.94,3385
90039A,FIRE POLISHED GLASS BRACELET RED,29.96,8,3,1,0.0,0.0,0.0,29.96,0.0,0.0,3.74,99.94,3386
21310,CAPIZ CHANDELIER,29.95,1,1,1,0.0,0.0,0.0,29.95,0.0,0.0,29.95,99.94,3387
90122B,JADE CRYSTAL+GLASS BRACELET,29.93,6,6,1,0.0,0.0,0.0,29.93,0.0,0.0,4.99,99.94,3388
90136,PALE PINK/AMETHYST STONE NECKLACE,29.85,3,2,2,0.0,0.0,0.0,29.85,0.0,0.0,9.95,99.94,3389
90159,COTE D'AZURE NECKLACE,29.79,6,5,2,0.0,0.0,0.0,29.79,0.0,0.0,4.97,99.94,3390
90120A,PINK MURANO TWIST BRACELET,29.73,7,3,0,0.0,0.0,0.0,29.73,0.0,0.0,4.25,99.95,3391
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,29.73,7,5,3,0.0,0.0,0.0,29.73,0.0,0.0,4.25,99.95,3392
21757,LIGHTHOUSE PRINTED METAL SIGN,29.7,6,3,3,0.0,0.0,0.0,29.7,0.0,0.0,4.95,99.95,3393
21040,MODERN VINTAGE COTTON SHOPPING BAG,29.7,22,8,8,0.0,0.0,0.0,29.7,0.0,0.0,1.35,99.95,3394
35816P,"ACRYLIC JEWEL ANGEL,PINK",29.64,78,2,2,0.0,0.0,0.0,29.64,0.0,0.0,0.38,99.95,3395
90214I,"LETTER ""I"" BLING KEY RING",29.62,38,13,3,0.0,0.0,0.0,29.62,0.0,0.0,0.78,99.95,3396
84706D,CHERRY BLOSSOM TABLE CLOCK,29.6,8,4,3,0.0,0.0,0.0,29.6,0.0,0.0,3.7,99.95,3397
17136A,BLUE STONES ON WIRE FOR CANDLE,29.59,352,17,16,0.0,0.0,0.0,29.59,0.0,0.0,0.08,99.95,3398
90162D,ANT SILVER PURPLE BOUDICCA RING,29.5,10,5,3,0.0,0.0,0.0,29.5,0.0,0.0,2.95,99.95,3399
84465,15 PINK FLUFFY CHICKS IN BOX,29.5,10,7,7,0.0,0.0,0.0,29.5,0.0,0.0,2.95,99.95,3400
82605,OLD DOC RUSSEL METAL SIGN,29.4,14,3,3,0.0,0.0,0.0,29.4,0.0,0.0,2.1,99.95,3401
85030,FRENCH CHATEAU OVAL PLATTER,29.25,15,6,6,0.0,0.0,0.0,29.25,0.0,0.0,1.95,99.95,3402
90214N,"LETTER ""N"" BLING KEY RING",29.23,41,24,3,0.0,0.0,0.0,29.23,0.0,0.0,0.71,99.95,3403
90183C,BLACK DROP EARRINGS W LONG BEADS,29.05,10,10,1,0.0,0.0,0.0,29.05,0.0,0.0,2.9,99.95,3404
21011,GLITTER SNOW PEAR TREE DECORATION,29.0,20,3,2,0.0,0.0,0.0,29.0,0.0,0.0,1.45,99.95,3405
84199,GLOW IN DARK DOLPHINS,28.98,138,31,28,0.0,0.0,0.0,28.98,0.0,0.0,0.21,99.95,3406
